sample_name,tax_id,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_001_PLMaR1_S1,10509,Mastadenovirus,,2,13.9596566,-0.7055326,2,13.9596566,-0.5997117
RR034H_008_mad_W6a_S8,10509,Mastadenovirus,,8,40.9177859,-0.0906216,5,25.5736162,-0.2530005
RR034H_008_mad_W6a_S8,10912,Rotavirus,,1,5.1147232,100,0,0,-100
RR034H_210_serRa_S208,10509,Mastadenovirus,,6,38.3083052,-0.1501435,5,31.9235877,-0.063435
RR034H_203_serRa_S201,10509,Mastadenovirus,,2,33.2435757,-0.2656692,1,16.6217878,-0.5202392
RR034H_203_serRa_S201,1623305,Sk1virus,,2,33.2435757,5.041247,2,33.2435757,10.5521494
RR034H_216_serRa_S214,10509,Mastadenovirus,,8,59.1908609,0.3261846,6,44.3931457,0.3088184
RR034H_204_serRa_S202,10509,Mastadenovirus,,4,31.5646602,-0.303965,4,31.5646602,-0.07415
RR034H_214_serRa_S212,10509,Mastadenovirus,,4,22.6346763,-0.5076567,4,22.6346763,-0.3407366
RR034H_209_serRa_S207,10509,Mastadenovirus,,8,16.5462924,-0.6465318,7,14.4780058,-0.5842375
RR034H_202_serRa_S200,10509,Mastadenovirus,,2,10.5907522,-0.7823768,2,10.5907522,-0.7002835
RR034H_215_serRa_S213,10509,Mastadenovirus,,8,45.5767741,0.0156493,6,34.1825806,0.0040027
RR034H_206_serRa_S204,10509,Mastadenovirus,,16,69.2059483,0.5546273,13,56.229833,0.6621788
RR034H_206_serRa_S204,1982251,Pa6virus,,12,51.9044612,99,8,34.6029741,99
RR034H_219_serRa_S217,10509,Mastadenovirus,,8,40.5358844,-0.0993327,10,50.6698555,0.4961969
RR034H_213_serRa_S211,10509,Mastadenovirus,,22,80.7161726,0.8171738,24,88.0540065,1.612225
RR034H_218_serRa_S216,10509,Mastadenovirus,,12,47.7543516,0.0653195,11,43.7748223,0.2903596
RR034H_220_serRa_S218,10509,Mastadenovirus,,12,42.7335209,-0.0492049,11,39.1723941,0.1529635
RR034H_225_serRa_S223,10509,Mastadenovirus,,2,9.6895469,-0.8029332,2,9.6895469,-0.7271872
RR034H_225_serRa_S223,10663,T4virus,,4,19.3790938,100,2,9.6895469,100
RR034H_222_serRa_S220,10509,Mastadenovirus,,4,22.4529891,-0.5118009,5,28.0662363,-0.1785884
RR034H_221_serRa_S219,10509,Mastadenovirus,,18,53.959746,0.2068636,16,47.9642187,0.4154256
RR034H_221_serRa_S219,12059,Enterovirus,,1,2.9977637,-0.1990292,0,0,-100
RR034H_226_serRa_S224,10509,Mastadenovirus,,2,9.5594983,-0.8058996,0,0,-100
RR034H_226_serRa_S224,1307799,Pegivirus,,1,4.7797492,100,0,0,-100
RR034H_223_serRa_S221,10509,Mastadenovirus,,4,4.3363066,-0.9250398,3,3.2522299,-0.9193603
RR034H_212_serRa_S210,10912,Rotavirus,,70,9.75061,100,69,9.6113156,100
RR034H_212_serRa_S210,1307799,Pegivirus,,180,25.0729972,100,180,25.0729972,100
RR034H_234_serRa_S232,10509,Mastadenovirus,,4,1.3108058,-0.9940511,3,0.9831044,-0.9871004
RR034H_224_serRa_S222,10509,Mastadenovirus,,8,15.0031882,-0.6817298,7,13.1277897,-0.6245454
RR034H_224_serRa_S222,12059,Enterovirus,,5,9.3769926,0.8499273,4,7.5015941,100
RR034H_243_serRa_S241,10509,Mastadenovirus,,12,33.3216707,-0.2638879,12,33.3216707,-0.021698
RR034H_243_serRa_S241,12059,Enterovirus,,2,5.5536118,0.2212368,2,5.5536118,100
RR034H_239_serRa_S237,10509,Mastadenovirus,,4,22.0923682,-0.5200266,3,16.5692761,-0.5218068
RR034H_237_serRa_S235,687331,Alphatorquevirus,,1,0.2609021,100,0,0,-100
RR034H_241_serRa_S239,10509,Mastadenovirus,,10,9.7986188,-0.8004453,10,9.7986188,-0.7239311
RR034H_229_serRa_S227,10509,Mastadenovirus,,20,4.0260323,-0.9321171,20,4.0260323,-0.8962599
RR034H_246_serRa_S244,10509,Mastadenovirus,,6,8.7771396,-0.8237451,6,8.7771396,-0.7544253
RR034H_249_serRa_S247,10509,Mastadenovirus,,2,0.6376591,-1.0094054,2,0.6376591,-0.997413
RR034H_247_serRa_S245,10509,Mastadenovirus,,2,0.5240362,-1.0119972,2,0.5240362,-1.0008049
RR034H_240_serRa_S238,10509,Mastadenovirus,,8,4.0454956,-0.9316732,8,4.0454956,-0.8956789
RR034H_240_serRa_S238,10912,Rotavirus,,2,1.0113739,100,0,0,-100
RR034H_231_serRa_S229,10509,Mastadenovirus,,6,0.5573638,-1.011237,6,0.5573638,-0.99981
RR034H_254_serRa_S252,10509,Mastadenovirus,,2,27.9704632,-0.3859481,1,13.9852316,-0.5989482
RR034H_251_serRa_S249,1307799,Pegivirus,,500,129.3759474,100,500,129.3759474,100
RR034H_238_serRa_S236,10509,Mastadenovirus,,4,0.6183149,-1.0098467,4,0.6183149,-0.9979905
RR034H_238_serRa_S236,687331,Alphatorquevirus,,5,0.7728936,100,4,0.6183149,100
RR034H_253_serRa_S251,10509,Mastadenovirus,,4,18.6779731,-0.5979085,4,18.6779731,-0.4588559
RR034H_257_serRa_S255,10509,Mastadenovirus,,2,11.7413613,-0.7561316,2,11.7413613,-0.6659344
RR034H_252_serRa_S250,10509,Mastadenovirus,,4,0.7952062,-1.0058118,4,0.7952062,-0.9927097
RR034H_252_serRa_S250,1982251,Pa6virus,,2,0.3976031,3.3864011,2,0.3976031,7.2200402
RR034H_236_serRa_S234,10509,Mastadenovirus,,2,0.2205739,-1.0189191,2,0.2205739,-1.0098642
RR034H_256_serRa_S254,10509,Mastadenovirus,,14,53.7419771,0.2018963,10,38.3871265,0.1295209
RR034H_267_serRa_S265,10509,Mastadenovirus,,70,280.8402741,5.3819755,69,276.8282702,7.2476982
