sample_name,tax_id,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_017_nsbRa_S15,22,Shewanella,,1,3.784467,0.0279937,0,0,-100
RR034H_017_nsbRa_S15,68,Lysobacter,,2,7.5689341,-0.7287672,0,0,-100
RR034H_017_nsbRa_S15,113,Gemmata,,1,3.784467,-0.7176534,0,0,-100
RR034H_017_nsbRa_S15,118,Planctomyces,,0,0,-100,1,3.784467,100
RR034H_017_nsbRa_S15,157,Treponema,,20,75.6893407,72.9144633,17,64.3359396,20.0805254
RR034H_017_nsbRa_S15,191,Azospirillum,,3,11.3534011,-0.2257134,7,26.4912692,-0.8261687
RR034H_017_nsbRa_S15,194,Campylobacter,,6,22.7068022,6.9173873,2,7.5689341,15.6228374
RR034H_017_nsbRa_S15,226,Alteromonas,,1,3.784467,2.7617723,0,0,-100
RR034H_017_nsbRa_S15,237,Flavobacterium,,0,0,-100,288,1089.9265057,33.9326499
RR034H_017_nsbRa_S15,265,Paracoccus,,4,15.1378681,-0.4482315,0,0,-100
RR034H_017_nsbRa_S15,286,Pseudomonas,,2332,8825.3771221,52.9393594,108,408.7224396,0.7098404
RR034H_017_nsbRa_S15,338,Xanthomonas,,4,15.1378681,-0.4740522,8,30.2757363,-0.4018406
RR034H_017_nsbRa_S15,357,Agrobacterium,,2,7.5689341,-0.6881253,0,0,-100
RR034H_017_nsbRa_S15,374,Bradyrhizobium,,2,7.5689341,-1.4857666,0,0,-100
RR034H_017_nsbRa_S15,379,Rhizobium,,4,15.1378681,-0.6483635,0,0,-100
RR034H_017_nsbRa_S15,469,Acinetobacter,,44,166.5165495,0.1033011,26,98.3961429,-0.8629007
RR034H_017_nsbRa_S15,475,Moraxella,,11,41.6291374,0.4213581,0,0,-100
RR034H_017_nsbRa_S15,482,Neisseria,,2,7.5689341,0.3786704,4,15.1378681,0.7548959
RR034H_017_nsbRa_S15,497,Psychrobacter,,3,11.3534011,1.9265041,2,7.5689341,7.4587113
RR034H_017_nsbRa_S15,528,Ochrobactrum,,1,3.784467,3.7610066,0,0,-100
RR034H_017_nsbRa_S15,544,Citrobacter,,3,11.3534011,0.4336122,1,3.784467,-0.1329134
RR034H_017_nsbRa_S15,547,Enterobacter,,10,37.8446703,1.5307864,0,0,-100
RR034H_017_nsbRa_S15,561,Escherichia,,77,291.4039616,0.7424668,129,488.1962473,-0.1537333
RR034H_017_nsbRa_S15,570,Klebsiella,,11,41.6291374,-0.5648129,5,18.9223352,-0.932229
RR034H_017_nsbRa_S15,590,Salmonella,,3,11.3534011,3.1003934,0,0,-100
RR034H_017_nsbRa_S15,613,Serratia,,0,0,-100,1,3.784467,-0.1193669
RR034H_017_nsbRa_S15,626,Xenorhabdus,,3,11.3534011,23.5261843,3,11.3534011,-0.137202
RR034H_017_nsbRa_S15,635,Edwardsiella,,1,3.784467,1.7134753,0,0,-100
RR034H_017_nsbRa_S15,642,Aeromonas,,4,15.1378681,0.4705191,1,3.784467,72.5312682
RR034H_017_nsbRa_S15,662,Vibrio,,5,18.9223352,-0.413224,13,49.1980714,0.3628647
RR034H_017_nsbRa_S15,724,Haemophilus,,0,0,-100,1,3.784467,-1.035143
RR034H_017_nsbRa_S15,816,Bacteroides,,3,11.3534011,0.1101104,616,2331.2316926,92.7345332
RR034H_017_nsbRa_S15,836,Porphyromonas,,1570,5941.6132426,99,97,367.0933023,99
RR034H_017_nsbRa_S15,838,Prevotella,,69,261.1282253,99,10,37.8446703,2.6270076
RR034H_017_nsbRa_S15,848,Fusobacterium,,4,15.1378681,2.2590338,4,15.1378681,1.3528819
RR034H_017_nsbRa_S15,958,Bdellovibrio,,2,7.5689341,3.1502582,0,0,-100
RR034H_017_nsbRa_S15,970,Selenomonas,,4,15.1378681,1.5821365,0,0,-100
RR034H_017_nsbRa_S15,1013,Weeksella,,2,7.5689341,0.1507767,0,0,-100
RR034H_017_nsbRa_S15,1243,Leuconostoc,,245,927.1944232,58.600927,37,140.0252802,43.9588948
RR034H_017_nsbRa_S15,1253,Pediococcus,,3,11.3534011,23.072818,0,0,-100
RR034H_017_nsbRa_S15,1269,Micrococcus,,563,2130.6549399,6.9210909,4,15.1378681,-0.4335999
RR034H_017_nsbRa_S15,1279,Staphylococcus,,99,374.6622363,0.6029885,86,325.4641649,0.9940813
RR034H_017_nsbRa_S15,1298,Deinococcus,,7,26.4912692,1.9226714,2,7.5689341,1.2544352
RR034H_017_nsbRa_S15,1301,Streptococcus,,251,949.9012254,11.348566,659,2493.9637751,4.9671613
RR034H_017_nsbRa_S15,1350,Enterococcus,,38,143.8097473,5.7837537,6,22.7068022,-0.4772427
RR034H_017_nsbRa_S15,1357,Lactococcus,,1,3.784467,-0.6045624,1,3.784467,-0.5408071
RR034H_017_nsbRa_S15,1375,Aerococcus,,6,22.7068022,2.0920072,0,0,-100
RR034H_017_nsbRa_S15,1378,Gemella,,4,15.1378681,14.2049949,3,11.3534011,99
