sample_name,tax_id,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_019_nsbRa_S17,10358,Cytomegalovirus,,2,5.116974,100,2,5.116974,100
RR034H_019_nsbRa_S17,12234,Tobamovirus,,2,5.116974,100,2,5.116974,100
RR034H_019_nsbRa_S17,687332,Betatorquevirus,,1,2.558487,100,1,2.558487,100
RR034H_019_nsbRa_S17,1982251,Pa6virus,,2,5.116974,48.8896642,1,2.558487,48.8898518
RR034H_020_nsbRa_S18,12059,Enterovirus,,31,49.4640333,7.4415643,48,76.5894709,100
RR034H_020_nsbRa_S18,1623305,Sk1virus,,1,1.595614,-0.1883257,0,0,-100
RR034H_023_nsbRa_S21,12059,Enterovirus,,425,1450.3337474,99,425,1450.3337474,100
RR034H_018_nsbRa_S16,10509,Mastadenovirus,,2,1.2564298,-0.9952914,1,0.6282149,-0.9976949
RR034H_018_nsbRa_S16,1868215,Orthopneumovirus,,1482,931.0144665,100,1479,929.1298219,100
RR034H_027_nsbRa_S25,694002,Betacoronavirus,,8,29.8799573,100,8,29.8799573,100
RR034H_024_nsbRa_S22,10663,T4virus,,1,3.9878769,100,0,0,-100
RR034H_008_mad_W6a_S8,10509,Mastadenovirus,,8,40.9177859,-0.0906216,5,25.5736162,-0.2530005
RR034H_025_nsbRa_S23,119164,Polerovirus,,1,1.2198067,100,0,0,-100
RR034H_025_nsbRa_S23,1868215,Orthopneumovirus,,2,2.4396135,100,2,2.4396135,100
RR034H_026_nsbRa_S24,10509,Mastadenovirus,,3,3.2199897,-0.9505029,2,2.1466598,-0.9523648
RR034H_026_nsbRa_S24,12059,Enterovirus,,1,1.0733299,-0.5154699,0,0,-100
RR034H_026_nsbRa_S24,1868215,Orthopneumovirus,,1407,1510.1751674,100,1405,1508.0285076,100
RR034H_021_nsbRa_S19,10509,Mastadenovirus,,2,1.0707979,-0.9995256,2,1.0707979,-0.9844825
RR034H_021_nsbRa_S19,12059,Enterovirus,,1,0.535399,-0.6039235,0,0,-100
RR034H_021_nsbRa_S19,119164,Polerovirus,,1,0.535399,100,0,0,-100
RR034H_021_nsbRa_S19,197911,Alphainfluenzavirus,,1,0.535399,100,0,0,-100
