sample_name,tax_id,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_017_nsbRa_S15,2706,Citrus,,2,7.5689341,0.4072121,0,0,-100
RR034H_017_nsbRa_S15,3246,Selaginella,,11,41.6291374,41.6803715,23,87.0427418,99
RR034H_017_nsbRa_S15,3328,Picea,,6,22.7068022,99,1,3.784467,100
RR034H_017_nsbRa_S15,3337,Pinus,,7,26.4912692,99,2,7.5689341,0.735865
RR034H_017_nsbRa_S15,3554,Beta,,2,7.5689341,57.9356839,7,26.4912692,-0.5128912
RR034H_017_nsbRa_S15,3603,Vitis,,6,22.7068022,0.6149359,0,0,-100
RR034H_017_nsbRa_S15,3633,Gossypium,,4,15.1378681,3.4803025,2,7.5689341,-0.4211039
RR034H_017_nsbRa_S15,3655,Cucumis,,7,26.4912692,25.9818248,0,0,-100
RR034H_017_nsbRa_S15,3689,Populus,,3,11.3534011,0.2933067,0,0,-100
RR034H_017_nsbRa_S15,3701,Arabidopsis,,3,11.3534011,0.4115903,0,0,-100
RR034H_017_nsbRa_S15,3705,Brassica,,18,68.1204066,19.6332415,2,7.5689341,-0.4695276
RR034H_017_nsbRa_S15,3746,Fragaria,,1,3.784467,0.4396412,0,0,-100
RR034H_017_nsbRa_S15,3749,Malus,,1,3.784467,4.1619449,0,0,-100
RR034H_017_nsbRa_S15,3754,Prunus,,4,15.1378681,3.4887903,0,0,-100
RR034H_017_nsbRa_S15,3817,Arachis,,3,11.3534011,5.0956178,1,3.784467,0.3677222
RR034H_017_nsbRa_S15,3869,Lupinus,,4,15.1378681,0.4888029,0,0,-100
RR034H_017_nsbRa_S15,3877,Medicago,,3,11.3534011,8.9231078,0,0,-100
RR034H_017_nsbRa_S15,3980,Hevea,,2,7.5689341,0.2090467,0,0,-100
RR034H_017_nsbRa_S15,3987,Ricinus,,1,3.784467,6.7266698,0,0,-100
RR034H_017_nsbRa_S15,4107,Solanum,,21,79.4738077,3.9253792,1,3.784467,-1.1552355
RR034H_017_nsbRa_S15,4145,Olea,,2,7.5689341,1.7709896,0,0,-100
RR034H_017_nsbRa_S15,4231,Helianthus,,3,11.3534011,4.7961266,0,0,-100
RR034H_017_nsbRa_S15,4430,Nelumbo,,2,7.5689341,48.2050772,0,0,-100
RR034H_017_nsbRa_S15,4473,Spirodela,,4,15.1378681,15.5154428,0,0,-100
RR034H_017_nsbRa_S15,4480,Aegilops,,19,71.9048736,24.323933,1,3.784467,3.025702
RR034H_017_nsbRa_S15,4527,Oryza,,33,124.8874121,9.15169,0,0,-100
RR034H_017_nsbRa_S15,4564,Triticum,,6,22.7068022,0.3414942,1,3.784467,-0.7390979
